date,market,problem_type,contacts_n,contacts_n_1,contacts_n_2,contacts_n_3,contacts_n_4,contacts_n_5,contacts_n_6
2025-03-23 09:35:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-03-20 15:59:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-16 06:58:00,market_3,Type_5 (Internet/Wifi),1,0,1,1,0,0,0
2025-09-17 08:52:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-05 11:21:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-07-30 01:20:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-09-11 01:08:00,market_3,Type_5 (Internet/Wifi),1,0,1,0,0,0,1
2025-03-15 13:55:00,market_3,Type_2 (Technician),1,1,0,0,0,0,0
2025-06-18 21:54:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-05-01 20:43:00,market_2,Type_2 (Technician),1,0,0,1,0,0,0
2025-12-22 09:57:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-12-16 05:10:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-11-23 08:29:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-10-28 09:40:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-03 18:18:00,market_3,Type_3 (Scheduling),1,1,0,0,1,0,0
2025-01-26 19:47:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-12-04 21:53:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-02-16 09:20:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-03-26 08:58:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-12-13 23:43:00,market_2,Type_5 (Internet/Wifi),1,0,0,1,0,0,0
2025-12-11 08:37:00,market_2,Type_3 (Scheduling),1,0,0,1,0,0,0
2025-04-24 20:04:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-09-10 03:06:00,market_1,Type_5 (Internet/Wifi),1,1,0,0,0,0,0
2025-03-21 13:41:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-05-01 11:06:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-08-21 02:42:00,market_1,Type_5 (Internet/Wifi),1,0,1,0,0,0,0
2025-10-11 06:37:00,market_1,Type_2 (Technician),1,0,0,0,1,0,0
2025-03-08 17:16:00,market_1,Type_1 (Account),1,0,1,1,0,0,0
2025-03-31 08:03:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-09-15 07:39:00,market_1,Type_5 (Internet/Wifi),1,0,0,1,0,0,0
2025-02-25 15:45:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-12-31 10:24:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-10-10 23:55:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-08-07 10:42:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-10 04:35:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-08-05 23:03:00,market_2,Type_5 (Internet/Wifi),1,0,1,0,0,0,0
2025-06-29 17:23:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-11-26 17:01:00,market_3,Type_3 (Scheduling),1,1,0,0,0,0,0
2025-03-15 18:42:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-06-24 05:23:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-12-12 02:17:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-05-26 21:43:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-04-19 04:48:00,market_2,Type_3 (Scheduling),1,0,1,0,0,0,0
2025-09-14 17:53:00,market_3,Type_3 (Scheduling),1,1,0,1,1,0,0
2025-10-22 13:36:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-20 11:05:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-06-20 05:04:00,market_3,Type_1 (Account),1,0,0,0,0,0,0
2025-03-17 07:06:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-10 14:48:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-11-18 10:09:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-08-25 14:02:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-08-25 18:35:00,market_3,Type_1 (Account),1,0,0,0,0,0,0
2025-02-01 14:06:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-03-23 11:23:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-02-18 17:43:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-12-06 04:58:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-12 20:50:00,market_2,Type_2 (Technician),1,0,0,0,0,0,0
2025-08-05 16:23:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-03-21 02:18:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,1,0,0
2025-03-09 19:24:00,market_1,Type_2 (Technician),1,1,0,0,0,0,1
2025-07-06 21:46:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-08-29 06:23:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-04-13 19:08:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-05-26 02:48:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-28 00:26:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2026-01-01 20:21:00,market_1,Type_2 (Technician),1,1,0,0,0,0,0
2025-11-12 00:57:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-05-28 07:19:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-10-02 00:40:00,market_3,Type_5 (Internet/Wifi),1,1,1,0,0,0,0
2025-12-07 21:05:00,market_3,Type_3 (Scheduling),1,1,0,0,0,0,0
2025-08-29 01:40:00,market_2,Type_3 (Scheduling),1,0,1,0,0,0,0
2025-10-25 23:48:00,market_2,Type_2 (Technician),1,1,0,0,0,0,0
2025-12-23 15:40:00,market_1,Type_2 (Technician),1,1,0,0,0,1,0
2025-01-22 10:59:00,market_2,Type_5 (Internet/Wifi),1,0,0,0,1,0,0
2025-01-25 20:21:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-04-06 15:44:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-04-03 17:18:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-06-29 14:02:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-27 11:32:00,market_3,Type_2 (Technician),1,0,0,0,0,1,0
2025-11-27 11:23:00,market_2,Type_5 (Internet/Wifi),1,1,1,0,0,0,0
2025-03-12 16:23:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-10-15 03:16:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-02-07 14:11:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-10-09 17:18:00,market_2,Type_2 (Technician),1,0,0,0,0,0,0
2025-04-13 04:15:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-02-03 09:25:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-08-19 14:43:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-15 01:53:00,market_1,Type_5 (Internet/Wifi),1,1,0,0,0,0,0
2025-05-26 02:16:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-10-25 04:10:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,1
2025-01-24 20:49:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-05-29 20:19:00,market_2,Type_2 (Technician),1,0,0,0,1,1,0
2025-09-05 14:13:00,market_2,Type_5 (Internet/Wifi),1,1,0,0,0,0,0
2025-07-09 16:35:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-11-12 13:15:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-07 15:01:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-01 21:30:00,market_2,Type_5 (Internet/Wifi),1,1,1,0,0,0,0
2025-01-24 12:03:00,market_3,Type_5 (Internet/Wifi),1,1,0,1,0,0,0
2025-11-16 21:39:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-04-12 19:32:00,market_2,Type_5 (Internet/Wifi),1,1,1,0,0,0,0
2025-09-21 04:20:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-30 15:45:00,market_3,Type_3 (Scheduling),1,0,1,0,0,0,0
2025-12-19 20:01:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-09-03 05:33:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-04-08 00:28:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-02-01 22:08:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-09-30 10:34:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-02 09:45:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-13 17:24:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-08-15 20:16:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-10-28 07:15:00,market_1,Type_5 (Internet/Wifi),1,1,0,1,0,0,0
2025-03-12 00:35:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-05-27 20:03:00,market_1,Type_5 (Internet/Wifi),1,1,0,0,1,0,0
2025-04-01 01:53:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-11-05 03:59:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-05-20 06:51:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-10-18 21:48:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-02-18 05:08:00,market_2,Type_3 (Scheduling),1,0,1,0,0,0,0
2025-10-26 23:36:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-15 22:49:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-08-21 23:38:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-15 19:55:00,market_1,Type_5 (Internet/Wifi),1,0,0,1,0,1,0
2025-09-16 06:36:00,market_3,Type_2 (Technician),1,1,0,0,0,0,0
2025-09-19 14:51:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-01-12 12:16:00,market_1,Type_2 (Technician),1,0,1,0,1,0,0
2025-02-05 15:02:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-07-15 14:55:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-10-03 12:33:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-07-14 07:15:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-11-11 00:15:00,market_1,Type_1 (Account),1,0,1,0,0,0,0
2025-07-25 14:14:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-10-22 10:36:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-10-13 18:56:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-09-26 10:44:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-29 04:51:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-11-28 02:59:00,market_2,Type_3 (Scheduling),1,1,0,0,0,0,0
2025-02-07 06:51:00,market_3,Type_5 (Internet/Wifi),1,1,0,0,0,0,0
2025-04-08 23:07:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-05-25 12:29:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-13 06:23:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-08-02 09:09:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-08 23:41:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-10-05 20:03:00,market_3,Type_1 (Account),1,0,0,0,0,1,0
2025-11-19 07:04:00,market_3,Type_2 (Technician),1,1,0,0,0,0,0
2025-09-05 21:31:00,market_1,Type_1 (Account),1,0,0,1,0,0,0
2025-09-15 22:43:00,market_2,Type_2 (Technician),1,1,1,0,0,0,0
2025-05-17 12:05:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-11-29 01:05:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-11-27 10:36:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-02-08 21:59:00,market_2,Type_5 (Internet/Wifi),1,0,1,0,0,0,0
2025-12-31 12:59:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-03-13 22:46:00,market_1,Type_5 (Internet/Wifi),1,0,0,1,0,0,0
2025-11-11 19:25:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-04-06 21:37:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-31 20:09:00,market_3,Type_4 (Construction),1,0,0,1,0,0,0
2025-03-09 02:11:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-06-16 12:00:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-03-28 21:24:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-02-09 11:16:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-11-14 12:51:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-22 06:30:00,market_2,Type_2 (Technician),1,0,0,0,0,0,0
2025-05-05 10:24:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-01-14 23:29:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-09-13 04:40:00,market_2,Type_2 (Technician),1,0,0,0,0,0,0
2025-10-26 12:34:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-02-13 03:49:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-19 13:06:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-07-20 14:49:00,market_3,Type_5 (Internet/Wifi),1,0,1,0,0,0,0
2025-02-13 03:53:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-12-23 14:20:00,market_1,Type_3 (Scheduling),1,1,0,1,0,0,0
2025-05-05 16:11:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-12-03 13:25:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,1,0,0
2025-12-27 02:36:00,market_1,Type_5 (Internet/Wifi),1,1,0,0,0,0,0
2025-11-24 10:38:00,market_2,Type_5 (Internet/Wifi),1,0,1,0,0,0,0
2025-06-02 19:37:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-11-02 04:36:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-09-08 09:08:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-16 17:32:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-04-23 09:02:00,market_2,Type_2 (Technician),1,0,0,0,0,0,0
2025-02-27 18:07:00,market_2,Type_5 (Internet/Wifi),1,0,0,0,1,0,0
2025-08-06 03:47:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-03-02 07:13:00,market_3,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-04-16 01:36:00,market_2,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-09-21 21:52:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-03-09 07:09:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-08-01 12:28:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-10-25 00:55:00,market_3,Type_1 (Account),1,0,0,0,0,0,0
2025-04-22 13:52:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-06-25 21:48:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-01-01 13:12:00,market_3,Type_2 (Technician),1,0,0,0,0,0,0
2025-02-12 11:42:00,market_3,Type_2 (Technician),1,1,0,0,0,0,0
2025-02-18 00:13:00,market_2,Type_1 (Account),1,0,0,0,1,0,0
2025-08-05 22:08:00,market_2,Type_1 (Account),1,0,0,0,0,0,0
2025-07-15 04:41:00,market_3,Type_2 (Technician),1,1,0,0,0,0,0
2025-03-19 13:39:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-08-08 10:50:00,market_1,Type_2 (Technician),1,0,1,0,0,0,0
2025-12-20 00:54:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-05-03 15:24:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-03-09 12:55:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-02-04 00:16:00,market_1,Type_1 (Account),1,0,0,0,0,0,0
2025-08-05 22:25:00,market_1,Type_5 (Internet/Wifi),1,0,1,1,1,0,0
2025-03-21 17:20:00,market_2,Type_5 (Internet/Wifi),1,0,0,0,1,0,0
2025-05-03 01:15:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-01-07 22:08:00,market_3,Type_1 (Account),1,0,0,0,0,0,0
2025-03-06 23:49:00,market_2,Type_1 (Account),1,0,1,0,0,0,0
2025-10-23 20:04:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-10-21 21:46:00,market_1,Type_2 (Technician),1,0,1,0,1,1,0
2025-03-18 05:59:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-06-13 08:52:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-07-25 02:56:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-05 23:39:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-05-06 04:00:00,market_2,Type_1 (Account),1,0,0,0,0,0,1
2025-12-03 12:54:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-12-31 08:05:00,market_1,Type_2 (Technician),1,0,0,0,0,0,0
2025-02-18 16:08:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-06-11 12:44:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-03-21 03:10:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-03-03 02:10:00,market_3,Type_3 (Scheduling),1,0,0,1,0,0,0
2025-05-08 11:25:00,market_3,Type_1 (Account),1,0,0,0,0,0,0
2025-10-09 07:06:00,market_2,Type_1 (Account),1,0,0,1,0,0,0
2025-07-25 11:43:00,market_3,Type_1 (Account),1,0,0,0,1,0,0
2025-08-16 04:05:00,market_2,Type_1 (Account),1,1,0,0,0,0,0
2025-01-16 12:43:00,market_2,Type_2 (Technician),1,0,0,0,0,0,0
2025-11-12 07:41:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-09-27 07:40:00,market_3,Type_1 (Account),1,0,0,0,0,0,0
2025-09-15 10:24:00,market_2,Type_2 (Technician),1,1,0,1,0,0,0
2025-08-30 16:22:00,market_3,Type_2 (Technician),1,0,1,0,0,0,0
2025-01-29 07:36:00,market_2,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-07-03 18:01:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-09-10 17:19:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-11-11 06:51:00,market_1,Type_3 (Scheduling),1,0,0,0,0,1,0
2025-03-14 03:54:00,market_3,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-03-11 05:46:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-04-25 21:37:00,market_1,Type_4 (Construction),1,0,0,0,0,0,0
2025-07-20 18:02:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-06-19 23:04:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
2025-06-21 14:00:00,market_2,Type_2 (Technician),1,0,1,0,0,1,0
2025-08-03 05:56:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-12-18 07:10:00,market_2,Type_1 (Account),1,0,1,1,0,0,0
2025-07-12 05:46:00,market_1,Type_5 (Internet/Wifi),1,0,0,0,0,0,0
2025-08-09 20:10:00,market_3,Type_4 (Construction),1,0,0,0,0,0,0
2025-10-04 08:42:00,market_2,Type_3 (Scheduling),1,0,1,0,0,0,0
2025-08-07 02:18:00,market_3,Type_5 (Internet/Wifi),1,0,1,0,0,0,0
2025-03-01 09:50:00,market_2,Type_4 (Construction),1,0,0,0,0,0,0
2025-07-09 05:28:00,market_1,Type_3 (Scheduling),1,0,0,0,0,0,0
